offense_id,occur_date,UC2_Literal,neighborhood,npu,lat,long,use_date,zip,county,total_cases,deaths
210311652,1/31/2021,LARCENY-NON VEHICLE,West End,T,33.741031,-84.42085300000001,2021-01-31,30310,Fulton,332.0,1.0
210321188,12/28/2020,LARCENY-NON VEHICLE,Sylvan Hills,X,33.706936,-84.40838199999999,2021-02-02,30310,Fulton,359.0,9.0
210321196,2/1/2021,LARCENY-FROM VEHICLE,Harris Chiles,T,33.743851,-84.419512,2021-02-01,30310,Fulton,279.0,1.0
210321206,2/1/2021,AGG ASSAULT,Pittsburgh,V,33.732832,-84.40306899999999,2021-02-02,30310,Fulton,359.0,9.0
210321280,2/1/2021,LARCENY-NON VEHICLE,Capitol View,X,33.718578,-84.416507,2021-02-01,30310,Fulton,279.0,1.0
210321671,2/1/2021,HOMICIDE,Sylvan Hills,X,33.70016,-84.418068,2021-02-01,30310,Fulton,279.0,1.0
210330950,2/1/2021,LARCENY-FROM VEHICLE,Sylvan Hills,X,33.698696000000005,-84.424324,2021-02-03,30310,Fulton,414.0,10.0
210331781,2/2/2021,LARCENY-NON VEHICLE,Oakland City,S,33.71971,-84.426201,2021-02-02,30310,Fulton,359.0,9.0
210332282,2/2/2021,LARCENY-FROM VEHICLE,Venetian Hills,S,33.715434,-84.433914,2021-02-03,30310,Fulton,414.0,10.0
210340564,2/3/2021,LARCENY-NON VEHICLE,Florida Heights,I,33.751112,-84.460562,2021-02-03,30310,Fulton,414.0,10.0
210340847,1/30/2021,LARCENY-FROM VEHICLE,West End,T,33.73151,-84.421483,2021-02-03,30310,Fulton,414.0,10.0
210341765,2/3/2021,LARCENY-NON VEHICLE,West End,T,33.744014,-84.43041600000001,2021-02-03,30310,Fulton,414.0,10.0
210350015,2/3/2021,AUTO THEFT,Pittsburgh,V,33.731268,-84.40235899999999,2021-02-04,30310,Fulton,487.0,13.0
210351917,2/2/2021,AGG ASSAULT,Oakland City,S,33.722925,-84.42264200000001,2021-02-05,30310,Fulton,425.0,9.0
210360941,2/5/2021,AUTO THEFT,West End,T,33.733647999999995,-84.414305,2021-02-05,30310,Fulton,425.0,9.0
210361376,2/5/2021,LARCENY-FROM VEHICLE,Pittsburgh,V,33.731101,-84.400048,2021-02-05,30310,Fulton,425.0,9.0
210361925,2/5/2021,LARCENY-NON VEHICLE,Westview,T,33.735162,-84.44067199999999,2021-02-05,30310,Fulton,425.0,9.0
210370712,2/6/2021,AUTO THEFT,West End,T,33.739674,-84.43111400000001,2021-02-06,30310,Fulton,334.0,9.0
210380901,1/30/2021,LARCENY-FROM VEHICLE,West End,T,33.74354,-84.423862,2021-02-07,30310,Fulton,374.0,0.0
210381115,2/7/2021,BURGLARY,Oakland City,S,33.731113,-84.43484699999999,2021-02-07,30310,Fulton,374.0,0.0
210381147,2/4/2021,LARCENY-NON VEHICLE,Oakland City,S,33.722606,-84.427678,2021-02-07,30310,Fulton,374.0,0.0
210381533,2/7/2021,LARCENY-FROM VEHICLE,Sylvan Hills,X,33.714112,-84.416352,2021-02-08,30310,Fulton,290.0,1.0
210390303,2/7/2021,LARCENY-FROM VEHICLE,Capitol View,X,33.716633,-84.415851,2021-02-08,30310,Fulton,290.0,1.0
210390497,2/8/2021,AGG ASSAULT,Adair Park,V,33.726440000000004,-84.411465,2021-02-08,30310,Fulton,290.0,1.0
210390883,1/24/2021,LARCENY-NON VEHICLE,Adair Park,V,33.729957,-84.41066,2021-02-08,30310,Fulton,290.0,1.0
210391125,2/8/2021,LARCENY-NON VEHICLE,West End,T,33.735444,-84.415617,2021-02-08,30310,Fulton,290.0,1.0
210391291,2/8/2021,ROBBERY,Florida Heights,I,33.751098,-84.46558399999999,2021-02-08,30310,Fulton,290.0,1.0
210391418,2/8/2021,LARCENY-FROM VEHICLE,Pittsburgh,V,33.726145,-84.400953,2021-02-08,30310,Fulton,290.0,1.0
210391634,2/8/2021,AUTO THEFT,Adair Park,V,33.729731,-84.409511,2021-02-08,30310,Fulton,290.0,1.0
210391745,2/8/2021,AUTO THEFT,West End,T,33.740871000000006,-84.413515,2021-02-08,30310,Fulton,290.0,1.0
210400328,2/9/2021,LARCENY-FROM VEHICLE,Sylvan Hills,X,33.698098,-84.421613,2021-02-09,30310,Fulton,296.0,9.0
210402061,2/9/2021,LARCENY-FROM VEHICLE,West End,T,33.741039,-84.415605,2021-02-09,30310,Fulton,296.0,9.0
210402073,2/9/2021,LARCENY-FROM VEHICLE,Pittsburgh,V,33.740012,-84.407813,2021-02-09,30310,Fulton,296.0,9.0
210411035,2/10/2021,AGG ASSAULT,Bush Mountain,S,33.726762,-84.433788,2021-02-10,30310,Fulton,259.0,8.0
210411151,2/10/2021,AUTO THEFT,Pittsburgh,V,33.726084,-84.399835,2021-02-10,30310,Fulton,259.0,8.0
210411326,2/10/2021,AGG ASSAULT,Bush Mountain,S,33.727164,-84.428324,2021-02-10,30310,Fulton,259.0,8.0
210411395,2/10/2021,LARCENY-FROM VEHICLE,Pittsburgh,V,33.731013,-84.401977,2021-02-10,30310,Fulton,259.0,8.0
210411637,2/10/2021,AUTO THEFT,West End,T,33.740594,-84.4158,2021-02-10,30310,Fulton,259.0,8.0
210411758,2/10/2021,AUTO THEFT,West End,T,33.739253999999995,-84.413696,2021-02-10,30310,Fulton,259.0,8.0
210420464,1/18/2021,LARCENY-NON VEHICLE,Oakland City,S,33.725739000000004,-84.431483,2021-02-11,30310,Fulton,379.0,5.0
210420543,2/10/2021,LARCENY-NON VEHICLE,Westwood Terrace,I,33.734617,-84.449264,2021-02-11,30310,Fulton,379.0,5.0
210420863,2/11/2021,AGG ASSAULT,Westview,T,33.736455,-84.446209,2021-02-11,30310,Fulton,379.0,5.0
210421793,2/11/2021,LARCENY-FROM VEHICLE,West End,T,33.740594,-84.4158,2021-02-14,30310,Fulton,198.0,0.0
210421882,2/11/2021,LARCENY-FROM VEHICLE,West End,T,33.73938,-84.415425,2021-02-11,30310,Fulton,379.0,5.0
210430467,2/11/2021,LARCENY-FROM VEHICLE,West End,T,33.739693,-84.417129,2021-02-12,30310,Fulton,315.0,12.0
210430842,2/12/2021,LARCENY-FROM VEHICLE,Oakland City,S,33.731153000000006,-84.426068,2021-02-12,30310,Fulton,315.0,12.0
210431139,2/12/2021,LARCENY-NON VEHICLE,Oakland City,S,33.731762,-84.43716500000001,2021-02-12,30310,Fulton,315.0,12.0
210431186,2/12/2021,LARCENY-FROM VEHICLE,West End,T,33.740649,-84.42914499999999,2021-02-12,30310,Fulton,315.0,12.0
210431573,2/12/2021,LARCENY-FROM VEHICLE,Florida Heights,I,33.747344,-84.459988,2021-02-14,30310,Fulton,198.0,0.0
210440320,2/13/2021,BURGLARY,West End,T,33.739693,-84.417129,2021-02-13,30310,Fulton,332.0,10.0
210441210,9/1/2020,LARCENY-NON VEHICLE,Pittsburgh,V,33.726812,-84.404155,2021-02-13,30310,Fulton,332.0,10.0
210450059,2/14/2021,AGG ASSAULT,Ashview Heights,T,33.746647,-84.420624,2021-02-16,30310,Fulton,220.0,11.0
210450478,2/14/2021,LARCENY-NON VEHICLE,West End,T,33.734528999999995,-84.430025,2021-02-14,30310,Fulton,198.0,0.0
210450976,2/14/2021,AGG ASSAULT,Pittsburgh,V,33.722702000000005,-84.40186899999999,2021-02-14,30310,Fulton,198.0,0.0
210460640,2/15/2021,LARCENY-FROM VEHICLE,Pittsburgh,V,33.722682,-84.39981800000001,2021-02-19,30310,Fulton,291.0,8.0
210460699,2/15/2021,AUTO THEFT,West End,T,33.742089,-84.430683,2021-02-15,30310,Fulton,198.0,2.0
210461033,2/15/2021,AUTO THEFT,Pittsburgh,V,33.729202,-84.400215,2021-02-15,30310,Fulton,198.0,2.0
210461290,2/15/2021,LARCENY-NON VEHICLE,West End,T,33.740871000000006,-84.413515,2021-02-15,30310,Fulton,198.0,2.0
210461328,2/14/2021,LARCENY-NON VEHICLE,Mechanicsville,V,33.735799,-84.39886,2021-02-15,30310,Fulton,198.0,2.0
210470406,2/16/2021,AGG ASSAULT,Oakland City,S,33.719702000000005,-84.426358,2021-02-16,30310,Fulton,220.0,11.0
210470525,2/16/2021,LARCENY-NON VEHICLE,Florida Heights,I,33.751098,-84.46558399999999,2021-02-16,30310,Fulton,220.0,11.0
210470910,2/14/2021,AGG ASSAULT,West End,T,33.739064,-84.413923,2021-02-16,30310,Fulton,220.0,11.0
210470946,2/15/2021,LARCENY-FROM VEHICLE,Westview,T,33.736476,-84.439892,2021-02-16,30310,Fulton,220.0,11.0
210471180,2/14/2021,LARCENY-NON VEHICLE,West End,T,33.738138,-84.41508499999999,2021-02-16,30310,Fulton,220.0,11.0
210480296,2/17/2021,HOMICIDE,Capitol View,X,33.719597,-84.42300999999999,2021-02-17,30310,Fulton,252.0,4.0
210481177,2/17/2021,AUTO THEFT,Westview,T,33.744793,-84.434191,2021-02-17,30310,Fulton,252.0,4.0
210481572,2/16/2021,LARCENY-FROM VEHICLE,Pittsburgh,V,33.732832,-84.40306899999999,2021-02-17,30310,Fulton,252.0,4.0
210481792,2/17/2021,LARCENY-FROM VEHICLE,West End,T,33.73464,-84.414803,2021-02-19,30310,Fulton,291.0,8.0
210481848,2/14/2021,LARCENY-FROM VEHICLE,West End,T,33.741482,-84.426547,2021-02-19,30310,Fulton,291.0,8.0
210490698,2/5/2021,LARCENY-NON VEHICLE,Florida Heights,I,33.752587,-84.462809,2021-02-18,30310,Fulton,255.0,9.0
210490998,2/18/2021,LARCENY-NON VEHICLE,West End,T,33.741949,-84.422986,2021-02-18,30310,Fulton,255.0,9.0
210491542,2/18/2021,LARCENY-FROM VEHICLE,Westview,T,33.744547999999995,-84.436488,2021-02-18,30310,Fulton,255.0,9.0
210491549,2/18/2021,AUTO THEFT,Oakland City,S,33.720608,-84.424557,2021-02-18,30310,Fulton,255.0,9.0
210491921,2/18/2021,AGG ASSAULT,Pittsburgh,V,33.731509,-84.405064,2021-02-25,30310,Fulton,305.0,14.0
210500104,2/19/2021,AUTO THEFT,West End,T,33.740978000000005,-84.417218,2021-02-19,30310,Fulton,291.0,8.0
210500790,2/19/2021,LARCENY-FROM VEHICLE,Westwood Terrace,I,33.739053000000006,-84.447849,2021-02-19,30310,Fulton,291.0,8.0
210500837,2/19/2021,LARCENY-FROM VEHICLE,Sylvan Hills,X,33.707698,-84.426425,2021-02-19,30310,Fulton,291.0,8.0
210501287,2/19/2021,AUTO THEFT,West End,T,33.740871000000006,-84.413515,2021-02-19,30310,Fulton,291.0,8.0
210501408,2/17/2021,LARCENY-FROM VEHICLE,Sylvan Hills,X,33.698541,-84.417912,2021-02-19,30310,Fulton,291.0,8.0
210501529,2/19/2021,ROBBERY,Capitol View,X,33.721021,-84.414702,2021-02-19,30310,Fulton,291.0,8.0
210501678,2/19/2021,AGG ASSAULT,Adair Park,V,33.722497,-84.4096,2021-02-20,30310,Fulton,273.0,5.0
210510554,2/10/2021,LARCENY-NON VEHICLE,Westview,T,33.743241,-84.439359,2021-02-20,30310,Fulton,273.0,5.0
210510745,2/20/2021,LARCENY-NON VEHICLE,Cascade Avenue/Road,S,33.733203,-84.438182,2021-02-20,30310,Fulton,273.0,5.0
210511007,2/20/2021,AUTO THEFT,Cascade Avenue/Road,S,33.733203,-84.438182,2021-02-20,30310,Fulton,273.0,5.0
210511070,2/20/2021,AUTO THEFT,Pittsburgh,V,33.72733,-84.401415,2021-02-20,30310,Fulton,273.0,5.0
210511279,2/20/2021,LARCENY-FROM VEHICLE,Westview,T,33.739684999999994,-84.43652800000001,2021-02-20,30310,Fulton,273.0,5.0
210511393,2/20/2021,LARCENY-FROM VEHICLE,Adair Park,V,33.725994,-84.413329,2021-02-20,30310,Fulton,273.0,5.0
210520381,2/21/2021,AUTO THEFT,West End,T,33.740902,-84.413324,2021-02-21,30310,Fulton,208.0,0.0
210520780,2/21/2021,LARCENY-FROM VEHICLE,Adair Park,V,33.728643,-84.409983,2021-02-21,30310,Fulton,208.0,0.0
210520988,2/21/2021,LARCENY-NON VEHICLE,West End,T,33.737968,-84.417512,2021-02-21,30310,Fulton,208.0,0.0
210521130,2/21/2021,AGG ASSAULT,Pittsburgh,V,33.738372,-84.406387,2021-02-21,30310,Fulton,208.0,0.0
210530084,2/22/2021,LARCENY-FROM VEHICLE,Pittsburgh,V,33.740012,-84.407813,2021-02-22,30310,Fulton,148.0,3.0
210530199,2/22/2021,BURGLARY,Westview,T,33.736891,-84.436464,2021-02-22,30310,Fulton,148.0,3.0
210530751,2/19/2021,AUTO THEFT,Adair Park,V,33.723186,-84.408167,2021-02-22,30310,Fulton,148.0,3.0
210531518,2/20/2021,LARCENY-FROM VEHICLE,Capitol View,X,33.718087,-84.415748,2021-02-22,30310,Fulton,148.0,3.0
210540820,2/23/2021,BURGLARY,Adair Park,V,33.729236,-84.410794,2021-02-23,30310,Fulton,274.0,2.0
210541420,2/23/2021,LARCENY-FROM VEHICLE,West End,T,33.740594,-84.4158,2021-02-23,30310,Fulton,274.0,2.0
210541425,2/23/2021,AUTO THEFT,Pittsburgh,V,33.726545,-84.400173,2021-02-23,30310,Fulton,274.0,2.0
210550256,2/23/2021,LARCENY-FROM VEHICLE,Oakland City,S,33.731046,-84.432386,2021-02-24,30310,Fulton,292.0,15.0
210550368,2/23/2021,LARCENY-FROM VEHICLE,West End,T,33.731102,-84.41720500000001,2021-02-24,30310,Fulton,292.0,15.0
210551223,1/24/2021,LARCENY-FROM VEHICLE,West End,T,33.7351,-84.429464,2021-02-24,30310,Fulton,292.0,15.0
210551454,2/24/2021,LARCENY-FROM VEHICLE,Adair Park,V,33.722874,-84.411209,2021-02-24,30310,Fulton,292.0,15.0
210551515,2/24/2021,LARCENY-NON VEHICLE,Westview,T,33.736891,-84.436464,2021-02-24,30310,Fulton,292.0,15.0
210551757,2/24/2021,LARCENY-FROM VEHICLE,Pittsburgh,V,33.727558,-84.401837,2021-02-24,30310,Fulton,292.0,15.0
210560131,2/24/2021,LARCENY-FROM VEHICLE,West End,T,33.73616,-84.416451,2021-02-25,30310,Fulton,305.0,14.0
210560724,2/25/2021,LARCENY-FROM VEHICLE,Sylvan Hills,X,33.699368,-84.413348,2021-02-25,30310,Fulton,305.0,14.0
210560849,2/25/2021,LARCENY-FROM VEHICLE,Adair Park,V,33.733447,-84.412003,2021-02-25,30310,Fulton,305.0,14.0
210561299,2/25/2021,LARCENY-NON VEHICLE,West End,T,33.738892,-84.426375,2021-02-25,30310,Fulton,305.0,14.0
210561393,2/25/2021,BURGLARY,Oakland City,S,33.72945,-84.426416,2021-02-26,30310,Fulton,388.0,0.0
210561819,2/25/2021,LARCENY-FROM VEHICLE,Pittsburgh,V,33.724893,-84.400215,2021-02-25,30310,Fulton,305.0,14.0
210570386,2/26/2021,AUTO THEFT,Sylvan Hills,X,33.703281,-84.421924,2021-02-26,30310,Fulton,388.0,0.0
210570419,2/26/2021,AGG ASSAULT,Sylvan Hills,X,33.700027,-84.419753,2021-02-26,30310,Fulton,388.0,0.0
210570842,2/1/2020,AGG ASSAULT,West End,T,33.732479999999995,-84.418805,2021-02-26,30310,Fulton,388.0,0.0
210571227,2/26/2021,AUTO THEFT,Adair Park,V,33.725249,-84.41289599999999,2021-02-26,30310,Fulton,388.0,0.0
210571863,2/26/2021,LARCENY-NON VEHICLE,Oakland City,S,33.724557,-84.42106,2021-02-26,30310,Fulton,388.0,0.0
210572131,2/26/2021,LARCENY-NON VEHICLE,Adair Park,V,33.721658000000005,-84.40827900000001,2021-02-27,30310,Fulton,278.0,6.0
210580969,2/27/2021,LARCENY-NON VEHICLE,West End,T,33.740594,-84.4158,2021-02-27,30310,Fulton,278.0,6.0
210581349,2/27/2021,LARCENY-FROM VEHICLE,West End,T,33.739018,-84.432427,2021-02-27,30310,Fulton,278.0,6.0
210581399,2/27/2021,AUTO THEFT,Sylvan Hills,X,33.70047,-84.416899,2021-02-27,30310,Fulton,278.0,6.0
210590507,2/28/2021,AGG ASSAULT,Oakland City,S,33.725949,-84.42455,2021-02-28,30310,Fulton,286.0,1.0
210590696,2/27/2021,LARCENY-FROM VEHICLE,Adair Park,V,33.726875,-84.412705,2021-02-28,30310,Fulton,286.0,1.0
210590872,2/28/2021,LARCENY-FROM VEHICLE,Oakland City,S,33.724604,-84.429473,2021-03-01,30310,Fulton,301.0,6.0
210591035,2/25/2021,LARCENY-NON VEHICLE,Oakland City,S,33.724342,-84.42510299999998,2021-02-28,30310,Fulton,286.0,1.0
210591052,2/28/2021,BURGLARY,Pittsburgh,V,33.731716,-84.40288199999999,2021-02-28,30310,Fulton,286.0,1.0
210591100,2/27/2021,LARCENY-FROM VEHICLE,Pittsburgh,V,33.734187,-84.40555,2021-02-28,30310,Fulton,286.0,1.0
210591545,2/28/2021,LARCENY-FROM VEHICLE,Oakland City,S,33.731654,-84.437185,2021-02-28,30310,Fulton,286.0,1.0
210600501,3/1/2021,LARCENY-FROM VEHICLE,Westwood Terrace,I,33.738547,-84.45014599999999,2021-03-01,30310,Fulton,301.0,6.0
210600868,3/1/2021,LARCENY-FROM VEHICLE,West End,T,33.742999,-84.429089,2021-03-01,30310,Fulton,301.0,6.0
210600950,3/1/2021,LARCENY-FROM VEHICLE,Westview,T,33.74472,-84.436447,2021-03-01,30310,Fulton,301.0,6.0
210601391,3/1/2021,ROBBERY,Pittsburgh,V,33.730925,-84.403662,2021-03-01,30310,Fulton,301.0,6.0
210611614,3/2/2021,LARCENY-NON VEHICLE,Atlanta University Center,T,33.743069,-84.412658,2021-03-02,30310,Fulton,318.0,5.0
210620096,3/3/2021,ROBBERY,West End,T,33.734283000000005,-84.41538800000001,2021-03-03,30310,Fulton,263.0,14.0
210620481,2/21/2021,BURGLARY,Pittsburgh,V,33.726095,-84.404647,2021-03-03,30310,Fulton,263.0,14.0
210620762,3/3/2021,LARCENY-FROM VEHICLE,Adair Park,V,33.727457,-84.41221999999999,2021-03-03,30310,Fulton,263.0,14.0
210620880,3/3/2021,LARCENY-NON VEHICLE,Westwood Terrace,I,33.734617,-84.449264,2021-03-03,30310,Fulton,263.0,14.0
210620884,3/3/2021,LARCENY-FROM VEHICLE,Westview,T,33.742379,-84.444109,2021-03-03,30310,Fulton,263.0,14.0
210621292,3/3/2021,LARCENY-FROM VEHICLE,Westview,T,33.737056,-84.440692,2021-03-03,30310,Fulton,263.0,14.0
210621635,3/3/2021,ROBBERY,West End,T,33.736596,-84.433208,2021-03-03,30310,Fulton,263.0,14.0
210630256,3/4/2021,AGG ASSAULT,Adair Park,V,33.720934,-84.40815400000001,2021-03-04,30310,Fulton,384.0,8.0
210631064,3/4/2021,LARCENY-NON VEHICLE,Sylvan Hills,X,33.708877,-84.41954399999999,2021-03-04,30310,Fulton,384.0,8.0
210631881,3/4/2021,AUTO THEFT,Oakland City,S,33.720383,-84.42728000000001,2021-03-04,30310,Fulton,384.0,8.0
210632059,3/4/2021,LARCENY-FROM VEHICLE,Mechanicsville,V,33.735603000000005,-84.40149699999999,2021-03-04,30310,Fulton,384.0,8.0
210632185,3/4/2021,LARCENY-FROM VEHICLE,Westview,T,33.743759999999995,-84.444117,2021-03-04,30310,Fulton,384.0,8.0
210641589,3/5/2021,LARCENY-FROM VEHICLE,West End,T,33.740594,-84.4158,2021-03-05,30310,Fulton,230.0,5.0
210650521,3/6/2021,LARCENY-NON VEHICLE,Oakland City,S,33.724041,-84.415088,2021-03-06,30310,Fulton,297.0,5.0
210650702,3/5/2021,LARCENY-FROM VEHICLE,Capitol View,X,33.713916,-84.409654,2021-03-06,30310,Fulton,297.0,5.0
210651259,3/6/2021,LARCENY-NON VEHICLE,Ashview Heights,T,33.74566,-84.41789,2021-03-06,30310,Fulton,297.0,5.0
210651541,3/6/2021,LARCENY-FROM VEHICLE,Westview,T,33.738848,-84.4394,2021-03-06,30310,Fulton,297.0,5.0
210651862,3/5/2021,AUTO THEFT,Florida Heights,I,33.75076,-84.458152,2021-03-06,30310,Fulton,297.0,5.0
210652496,3/6/2021,ROBBERY,Harris Chiles,T,33.745312,-84.419628,2021-03-06,30310,Fulton,297.0,5.0
210661268,3/7/2021,AGG ASSAULT,Venetian Hills,S,33.719835,-84.431104,2021-03-07,30310,Fulton,231.0,1.0
210661337,3/7/2021,AUTO THEFT,West End,T,33.737805,-84.435035,2021-03-07,30310,Fulton,231.0,1.0
210662227,3/4/2021,LARCENY-FROM VEHICLE,Oakland City,S,33.722121,-84.423489,2021-03-07,30310,Fulton,231.0,1.0
210662311,3/7/2021,HOMICIDE,West End,T,33.738892,-84.419134,2021-03-08,30310,Fulton,216.0,4.0
210670365,3/8/2021,BURGLARY,West End,T,33.738585,-84.42635899999999,2021-03-08,30310,Fulton,216.0,4.0
210670371,3/8/2021,LARCENY-FROM VEHICLE,Adair Park,V,33.726896999999994,-84.40844399999999,2021-03-08,30310,Fulton,216.0,4.0
210670475,2/26/2021,LARCENY-FROM VEHICLE,West End,T,33.741482,-84.426547,2021-03-08,30310,Fulton,216.0,4.0
210670901,3/8/2021,LARCENY-FROM VEHICLE,West End,T,33.733540000000005,-84.41985600000001,2021-03-08,30310,Fulton,216.0,4.0
210671032,3/8/2021,AUTO THEFT,Ashview Heights,T,33.746647,-84.420624,2021-03-08,30310,Fulton,216.0,4.0
210671173,3/6/2021,LARCENY-FROM VEHICLE,Capitol View,X,33.71685,-84.40913,2021-03-08,30310,Fulton,216.0,4.0
210680249,3/9/2021,AGG ASSAULT,Mechanicsville,V,33.734715,-84.398942,2021-03-09,30310,Fulton,166.0,1.0
210680630,3/2/2021,LARCENY-NON VEHICLE,Westview,T,33.743274,-84.438002,2021-03-09,30310,Fulton,166.0,1.0
210681199,3/9/2021,LARCENY-FROM VEHICLE,Pittsburgh,V,33.727568,-84.401928,2021-03-09,30310,Fulton,166.0,1.0
210681382,3/9/2021,LARCENY-FROM VEHICLE,Sylvan Hills,X,33.710092,-84.421759,2021-03-09,30310,Fulton,166.0,1.0
210681434,3/9/2021,LARCENY-NON VEHICLE,Cascade Avenue/Road,S,33.733203,-84.438182,2021-03-09,30310,Fulton,166.0,1.0
210681649,3/9/2021,LARCENY-NON VEHICLE,Oakland City,S,33.731071,-84.43104699999999,2021-03-09,30310,Fulton,166.0,1.0
210681666,3/9/2021,AUTO THEFT,Westview,T,33.738769,-84.442626,2021-03-09,30310,Fulton,166.0,1.0
210690242,3/10/2021,AUTO THEFT,Sylvan Hills,X,33.707894,-84.410873,2021-03-10,30310,Fulton,178.0,7.0
210690546,3/10/2021,LARCENY-FROM VEHICLE,Pittsburgh,V,33.732832,-84.40306899999999,2021-03-10,30310,Fulton,178.0,7.0
210691028,3/10/2021,LARCENY-FROM VEHICLE,Oakland City,S,33.72445,-84.431852,2021-03-11,30310,Fulton,185.0,9.0
210691153,3/9/2021,BURGLARY,Pittsburgh,V,33.722786,-84.40751999999999,2021-03-10,30310,Fulton,178.0,7.0
210691153,3/9/2021,LARCENY-NON VEHICLE,Pittsburgh,V,33.722786,-84.40751999999999,2021-03-10,30310,Fulton,178.0,7.0
210691894,3/10/2021,LARCENY-NON VEHICLE,Oakland City,S,33.718476,-84.428827,2021-03-10,30310,Fulton,178.0,7.0
210692042,3/10/2021,AGG ASSAULT,Pittsburgh,V,33.72623,-84.398983,2021-03-10,30310,Fulton,178.0,7.0
210701013,3/10/2021,LARCENY-FROM VEHICLE,West End,T,33.739693,-84.417129,2021-03-11,30310,Fulton,185.0,9.0
210701174,3/11/2021,LARCENY-NON VEHICLE,Oakland City,S,33.728264,-84.437308,2021-03-11,30310,Fulton,185.0,9.0
210701302,12/25/2020,AGG ASSAULT,Venetian Hills,S,33.716441,-84.431752,2021-03-11,30310,Fulton,185.0,9.0
210701842,12/12/2020,LARCENY-NON VEHICLE,Westview,T,33.739181,-84.43616,2021-03-11,30310,Fulton,185.0,9.0
210710502,2/13/2021,BURGLARY,Pittsburgh,V,33.732744,-84.405386,2021-03-12,30310,Fulton,156.0,2.0
210711061,3/12/2021,LARCENY-FROM VEHICLE,Westview,T,33.737528000000005,-84.44005600000001,2021-03-12,30310,Fulton,156.0,2.0
210711282,3/12/2021,LARCENY-FROM VEHICLE,West End,T,33.739688,-84.427588,2021-03-12,30310,Fulton,156.0,2.0
210711621,3/12/2021,AGG ASSAULT,Harris Chiles,T,33.743957,-84.417102,2021-03-12,30310,Fulton,156.0,2.0
210712236,3/12/2021,AGG ASSAULT,Capitol View,X,33.715571000000004,-84.410639,2021-03-13,30310,Fulton,141.0,5.0
210721193,3/13/2021,LARCENY-FROM VEHICLE,Westwood Terrace,I,33.739123,-84.44940799999999,2021-03-13,30310,Fulton,141.0,5.0
210721602,3/13/2021,LARCENY-FROM VEHICLE,West End,T,33.737117,-84.430437,2021-03-13,30310,Fulton,141.0,5.0
210721637,3/13/2021,LARCENY-FROM VEHICLE,West End,T,33.738593,-84.430355,2021-03-13,30310,Fulton,141.0,5.0
210730053,3/13/2021,LARCENY-FROM VEHICLE,West End,T,33.740624,-84.414063,2021-03-14,30310,Fulton,106.0,0.0
210730147,3/14/2021,LARCENY-NON VEHICLE,Pittsburgh,V,33.740012,-84.407813,2021-03-14,30310,Fulton,106.0,0.0
210730574,3/14/2021,LARCENY-FROM VEHICLE,Oakland City,S,33.730467,-84.428031,2021-03-14,30310,Fulton,106.0,0.0
210730814,3/14/2021,LARCENY-FROM VEHICLE,West End,T,33.742601,-84.426581,2021-03-14,30310,Fulton,106.0,0.0
210731190,3/14/2021,ROBBERY,West End,T,33.735428000000006,-84.41441,2021-03-14,30310,Fulton,106.0,0.0
210731219,3/14/2021,AGG ASSAULT,Adair Park,V,33.721658000000005,-84.40827900000001,2021-03-14,30310,Fulton,106.0,0.0
210731560,3/14/2021,AGG ASSAULT,West End,T,33.73464,-84.414803,2021-03-14,30310,Fulton,106.0,0.0
210740320,3/14/2021,LARCENY-FROM VEHICLE,Capitol View,X,33.718076,-84.418887,2021-03-15,30310,Fulton,116.0,7.0
210740720,3/15/2021,LARCENY-FROM VEHICLE,West End,T,33.739333,-84.42697,2021-03-15,30310,Fulton,116.0,7.0
210740751,3/15/2021,LARCENY-FROM VEHICLE,Westview,T,33.734144,-84.44067,2021-03-15,30310,Fulton,116.0,7.0
210741062,2/12/2021,LARCENY-NON VEHICLE,Adair Park,V,33.739002,-84.411075,2021-03-15,30310,Fulton,116.0,7.0
210741203,3/15/2021,AUTO THEFT,Mechanicsville,V,33.736383000000004,-84.40261600000001,2021-03-15,30310,Fulton,116.0,7.0
210741315,3/15/2021,AGG ASSAULT,West End,T,33.738146,-84.415214,2021-03-15,30310,Fulton,116.0,7.0
210751058,3/16/2021,AGG ASSAULT,Florida Heights,I,33.75076,-84.458152,2021-03-16,30310,Fulton,183.0,1.0
210760435,3/17/2021,AUTO THEFT,Pittsburgh,V,33.732832,-84.40306899999999,2021-03-17,30310,Fulton,210.0,7.0
210760508,3/16/2021,AUTO THEFT,Sylvan Hills,X,33.712938,-84.418846,2021-03-17,30310,Fulton,210.0,7.0
210761920,3/17/2021,AGG ASSAULT,Adair Park,V,33.722645,-84.411423,2021-03-18,30310,Fulton,211.0,2.0
210770308,3/18/2021,AUTO THEFT,Florida Heights,I,33.75076,-84.458152,2021-03-18,30310,Fulton,211.0,2.0
210771143,3/18/2021,LARCENY-FROM VEHICLE,Oakland City,S,33.724342,-84.42510299999998,2021-03-18,30310,Fulton,211.0,2.0
210771401,3/18/2021,AGG ASSAULT,Florida Heights,I,33.751098,-84.46558399999999,2021-03-18,30310,Fulton,211.0,2.0
210771874,3/18/2021,AUTO THEFT,Sylvan Hills,X,33.700631,-84.426416,2021-03-18,30310,Fulton,211.0,2.0
210772154,3/18/2021,LARCENY-NON VEHICLE,Westview,T,33.736891,-84.436464,2021-03-19,30310,Fulton,180.0,4.0
