offense_id,rpt_date,occur_date,occur_time,poss_date,poss_time,beat,apt_office_prefix,apt_office_num,location,MinOfucr,dispo_code,Shift,loc_type,UC2_Literal,ibr_code,neighborhood,npu,long,lat
203381882,12/6/2020,12/3/2020,21:10,12/3/2020,21:20,505,NULL,NULL,708 SPRING ST NW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Midtown,E,-84.389295,33.774961
203390134,12/6/2020,12/4/2020,1:45,12/4/2020,2:05,412,NULL,NULL,1726 KIMBERLY RD SW,NULL,NULL,NULL,NULL,HOMICIDE,09A,NULL,P,-84.521194,33.708229
203411671,12/6/2020,12/6/2020,21:30,12/6/2020,22:08,403,NULL,NULL,1193 LEE ST SW,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,Oakland City,S,-84.423073,33.722574
203401914,12/6/2020,12/5/2020,22:31,12/5/2020,23:30,211,NULL,NULL,631 MIAMI CIR NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Lindbergh/Morosgo,B,-84.365316,33.828277
203411413,12/6/2020,12/6/2020,19:30,12/6/2020,22:00,608,NULL,NULL,296 STERLING ST NE,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,Candler Park,N,-84.344355,33.763072
203411443,12/6/2020,12/6/2020,19:11,12/6/2020,19:20,604,NULL,NULL,655 HIGHLAND AVE NE,NULL,NULL,NULL,NULL,ROBBERY,120,Old Fourth Ward,M,-84.365952,33.761044
203411452,12/6/2020,12/6/2020,16:30,12/6/2020,19:15,503,NULL,NULL,22 14TH ST NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Midtown,E,-84.388077,33.785851
203411453,12/6/2020,12/5/2020,16:00,12/6/2020,19:21,602,NULL,NULL,550 SOMERSET TERRACE NE,NULL,NULL,NULL,NULL,AUTO THEFT,240,Poncey-Highland,N,-84.36155,33.768886
203411545,12/6/2020,12/6/2020,2:00,12/6/2020,22:05,307,NULL,NULL,1483 ARTHUR LANGFORD JR PL SW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Joyland,Y,-84.398421,33.713873
203411559,12/6/2020,12/6/2020,17:00,12/6/2020,20:30,613,NULL,NULL,1402 NORTH HIGHLAND AVENUE NORTHEAST,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Morningside/Lenox Park,F,-84.352521,33.792751
203411648,12/6/2020,12/5/2020,23:59,12/6/2020,23:59,211,NULL,NULL,3101 PIEDMONT RD NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Peachtree Park,B,-84.369361,33.840653
203401921,12/5/2020,12/5/2020,23:00,12/6/2020,23:34,509,NULL,NULL,60 ANDREW YOUNG INTERNATIONAL BLVD NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Downtown,M,-84.385785,33.759901
203390967,12/5/2020,12/4/2020,0:00,NULL,NULL,505,NULL,NULL,828 W PEACHTREE ST NW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Midtown,E,-84.387633,33.776995
203400353,12/5/2020,12/5/2020,3:20,12/5/2020,4:02,509,NULL,NULL,60 ANDREW YOUNG INTERNATIONAL BLVD NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Downtown,M,-84.385785,33.759901
203400355,12/5/2020,12/5/2020,0:30,12/5/2020,3:00,613,NULL,NULL,2043 CHESHIRE BRIDGE RD NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Lindridge/Martin Manor,F,-84.355971,33.81126
203400366,12/5/2020,12/5/2020,0:00,12/5/2020,4:14,409,NULL,NULL,1833 SANDRINGHAM DR SW,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,Southwest,R,-84.474624,33.705167
203400369,12/5/2020,12/5/2020,4:15,12/5/2020,4:50,510,NULL,NULL,120 PIEDMONT AVE NE,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23C,Downtown,M,-84.382419,33.757656
203400382,12/5/2020,12/5/2020,4:20,12/5/2020,4:44,506,NULL,NULL,351 OLIVER ST NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,English Avenue,L,-84.415338,33.764111
203400429,12/5/2020,12/4/2020,21:30,12/5/2020,6:50,211,NULL,NULL,370 PEACHTREE HILLS AVE NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Peachtree Hills,B,-84.374494,33.818845
203400485,12/5/2020,12/5/2020,8:39,12/5/2020,9:39,507,NULL,NULL,23 LARKIN PL SW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Castleberry Hill,M,-84.405037,33.746806
203400501,12/5/2020,12/5/2020,8:21,12/5/2020,9:30,311,NULL,NULL,3032 WANDA CIR SW,NULL,NULL,NULL,NULL,ROBBERY,120,Hammond Park,X,-84.412363,33.673414
203400511,12/5/2020,12/5/2020,8:24,12/5/2020,8:27,507,NULL,NULL,48 NORTHSIDE DR SW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Castleberry Hill,M,-84.402451,33.753521
203400544,12/5/2020,12/5/2020,9:03,12/5/2020,9:03,308,NULL,NULL,2125 FORREST PARK RD SE,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Norwood Manor,Z,-84.360469,33.696185
203400553,12/5/2020,12/5/2020,2:00,12/5/2020,9:00,605,NULL,NULL,380 GRANT CIR SE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Grant Park,W,-84.374976,33.725848
203400592,12/5/2020,12/5/2020,9:50,12/5/2020,10:45,505,NULL,NULL,842 PEACHTREE ST NE,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23C,Midtown,E,-84.384547,33.77749
203400640,12/5/2020,12/3/2020,10:00,12/5/2020,11:00,306,NULL,NULL,1747 CAHOON ST SW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Sylvan Hills,X,-84.411788,33.708527
203400642,12/5/2020,12/4/2020,18:30,12/5/2020,10:00,108,NULL,NULL,2215 PENELOPE ST NW,NULL,NULL,NULL,NULL,BURGLARY,220,Dixie Hills,J,-84.456871,33.755995
203400694,12/5/2020,12/5/2020,11:06,12/5/2020,11:00,509,NULL,NULL,36 JOHN PORTMAN BLVD NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Downtown,M,-84.386207,33.76105
203400730,12/5/2020,12/4/2020,13:00,12/4/2020,22:00,509,NULL,NULL,221 PEACHTREE CENTER AVE NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Downtown,M,-84.385539,33.760412
203400756,12/5/2020,12/5/2020,5:00,12/5/2020,6:00,307,NULL,NULL,1660 JONESBORO RD SE,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23C,Lakewood Heights,Y,-84.379264,33.706654
203400759,12/5/2020,12/3/2020,15:25,12/5/2020,11:56,210,NULL,NULL,3200 LENOX RD NE,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23D,Pine Hills,B,-84.359026,33.843908
203400787,12/5/2020,12/5/2020,12:01,12/5/2020,12:01,312,NULL,NULL,183 MT ZION RD SE,NULL,NULL,NULL,NULL,ROBBERY,120,Glenrose Heights,Z,-84.387573,33.672179
203400788,12/5/2020,12/5/2020,5:00,12/5/2020,6:30,606,NULL,NULL,880 GLENWOOD AVE SE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23G,Grant Park,W,-84.358291,33.741638
203400795,12/5/2020,12/5/2020,12:00,12/5/2020,12:15,401,NULL,NULL,864 YORK AVE SW,NULL,NULL,NULL,NULL,ROBBERY,120,West End,T,-84.416033,33.73705
203400809,12/5/2020,12/5/2020,12:16,12/5/2020,13:00,306,NULL,NULL,1919 METROPOLITAN PKWY SW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23C,Sylvan Hills,X,-84.408608,33.702702
203400857,12/5/2020,12/3/2020,17:00,12/5/2020,12:44,211,NULL,NULL,761 MOROSGO DR NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Lindbergh/Morosgo,B,-84.362502,33.822472
203400909,12/5/2020,12/5/2020,11:30,12/5/2020,12:30,111,NULL,NULL,3150 MIDDLETON RD NW,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,NULL,I,-84.491117,33.751827
203400921,12/5/2020,12/4/2020,21:00,12/5/2020,0:00,204,NULL,NULL,1185 COLLIER RD NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,NULL,C,-84.423996,33.811498
203400965,12/5/2020,12/5/2020,13:30,12/5/2020,14:00,611,NULL,NULL,2911 ST PATRICK ST SE,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,NULL,NULL,-84.284975,33.750459
203401014,12/5/2020,12/5/2020,14:30,NULL,NULL,410,NULL,NULL,2020 CAMPBELLTON RD SW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23C,Campbellton Road,R,-84.455498,33.705987
203401048,12/5/2020,12/5/2020,16:37,12/5/2020,16:37,613,NULL,NULL,2094 LENOX RD NE,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Lindridge/Martin Manor,F,-84.35172,33.812044
203401087,12/5/2020,12/4/2020,21:30,12/5/2020,15:15,605,NULL,NULL,42 RAWSON ST SE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Capitol Gateway,V,-84.385457,33.74457
203391902,12/5/2020,12/4/2020,23:05,12/5/2020,23:15,111,NULL,NULL,3335 M.L.K. JR DR SW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Adamsville,H,-84.4969,33.755629
203391931,12/5/2020,12/4/2020,17:45,12/5/2020,0:00,503,NULL,NULL,970 PIEDMONT AVE NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Midtown,E,-84.380961,33.781107
203400061,12/5/2020,11/30/2020,17:00,11/30/2020,17:00,505,NULL,NULL,710 PEACHTREE ST NE,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23D,Midtown,E,-84.384903,33.774037
203400086,12/5/2020,12/4/2020,9:45,12/5/2020,0:35,512,NULL,NULL,173 PEACHTREE ST,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Downtown,M,-84.394033,33.749969
203400092,12/5/2020,12/5/2020,0:36,12/5/2020,0:38,211,NULL,NULL,2425 PIEDMONT RD NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Lindbergh/Morosgo,B,-84.367061,33.821245
203400137,12/5/2020,12/4/2020,19:03,12/5/2020,1:02,508,NULL,NULL,60 W PEACHTREE PL NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Downtown,M,-84.388186,33.763654
203400155,12/5/2020,12/5/2020,0:00,12/5/2020,1:16,202,NULL,NULL,3652 ROSWELL RD NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Tuxedo Park,A,-84.382998,33.854128
203400158,12/5/2020,12/4/2020,22:30,12/5/2020,0:30,304,NULL,NULL,521 HANK AARON DR SW,NULL,NULL,NULL,NULL,BURGLARY,220,Summerhill,V,-84.389964,33.737783
203400170,12/5/2020,12/5/2020,0:25,12/5/2020,0:52,604,NULL,NULL,54 WILLIAM HOLMES BORDERS SENIOR DR NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Sweet Auburn,M,-84.375747,33.755092
203400221,12/5/2020,12/5/2020,1:00,12/5/2020,2:20,505,NULL,NULL,76 4TH ST NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Midtown,E,-84.389726,33.774872
203400226,12/5/2020,12/5/2020,0:00,12/5/2020,2:00,206,NULL,NULL,3203 MAPLE DR NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Buckhead Village,B,-84.372026,33.842511
203400229,12/5/2020,12/5/2020,2:10,12/5/2020,2:17,313,NULL,NULL,2980 JONESBORO RD SE,NULL,NULL,NULL,NULL,AUTO THEFT,240,South River Gardens,Z,-84.368539,33.672495
203400250,12/5/2020,12/4/2020,17:00,12/4/2020,18:00,404,NULL,NULL,302 LAUREL AVE SW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Westview,T,-84.440167,33.747149
203400300,12/5/2020,12/5/2020,3:18,12/5/2020,3:25,604,NULL,NULL,360 EDGEWOOD AVE SE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Sweet Auburn,M,-84.376013,33.754497
203400303,12/5/2020,12/4/2020,22:30,12/5/2020,3:00,604,NULL,NULL,26 HILLIARD ST NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Sweet Auburn,M,-84.376725,33.755098
203400320,12/5/2020,12/5/2020,2:00,12/5/2020,2:15,206,NULL,NULL,77 WEST PACES FERRY RD NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,South Tuxedo Park,B,-84.381392,33.840896
203400342,12/5/2020,12/5/2020,3:53,12/5/2020,4:15,111,NULL,NULL,3657 M.L.K. JR DR SW,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,Adamsville,H,-84.507594,33.762066
203401104,12/5/2020,12/5/2020,0:00,NULL,NULL,503,NULL,NULL,13TH ST NE & PEACHTREE ST NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Midtown,E,-84.382994,33.785447
203401105,12/5/2020,12/4/2020,18:00,12/5/2020,15:34,309,NULL,NULL,2611 SPRINGDALE RD SW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Perkerson,X,-84.415707,33.683211
203401107,12/5/2020,12/3/2020,8:00,NULL,NULL,601,NULL,NULL,1049 KENTUCKY AVE NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Virginia Highland,F,-84.352747,33.784301
203401153,12/5/2020,12/5/2020,14:30,12/5/2020,16:15,507,NULL,NULL,330 TRENHOLM ST SW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Castleberry Hill,M,-84.404204,33.745966
203401209,12/5/2020,12/5/2020,16:02,12/5/2020,16:44,210,NULL,NULL,3393 PEACHTREE RD NE,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,Lenox,B,-84.363578,33.846335
203401285,12/5/2020,12/5/2020,18:43,12/5/2020,18:43,509,NULL,NULL,303 W PEACHTREE ST NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Downtown,M,-84.38651,33.762763
203401457,12/5/2020,12/5/2020,18:40,12/5/2020,18:53,205,NULL,NULL,1971 HOWELL MILL RD NW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Channing Valley,C,-84.412526,33.808481
203390451,12/5/2020,12/4/2020,9:08,12/4/2020,9:45,608,NULL,NULL,1802 NEW YORK AVE NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Lake Claire,N,-84.328444,33.761982
203391675,12/5/2020,12/4/2020,18:20,12/4/2020,21:20,501,NULL,NULL,1085 HOWELL MILL RD NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Home Park,E,-84.411374,33.784523
203401512,12/5/2020,12/5/2020,16:30,12/5/2020,19:10,507,NULL,NULL,305 PETERS ST SW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Castleberry Hill,M,-84.403076,33.746463
203391748,12/5/2020,12/4/2020,22:03,12/5/2020,1:28,305,NULL,NULL,1099 BOULEVARD SE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Chosewood Park,Y,-84.368714,33.724388
203401788,12/5/2020,12/5/2020,22:36,12/5/2020,22:36,605,NULL,NULL,442 HILL ST SE,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,Grant Park,W,-84.379308,33.742535
203401790,12/5/2020,12/5/2020,20:52,12/5/2020,21:31,508,NULL,NULL,133 LUCKIE ST NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Downtown,M,-84.39063,33.758642
203401838,12/5/2020,12/5/2020,19:42,12/5/2020,21:30,508,NULL,NULL,38 JOHN PORTMAN BLVD NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Downtown,M,-84.38869,33.760888
203401855,12/5/2020,12/5/2020,22:00,12/5/2020,22:10,207,NULL,NULL,1545 NORTHSIDE DR NW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Loring Heights,E,-84.407512,33.79708
203391813,12/4/2020,12/4/2020,22:30,12/4/2020,23:30,410,NULL,NULL,1894 DELOWE PL SW,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,Campbellton Road,R,-84.459499,33.703579
203391681,12/4/2020,11/27/2020,17:00,11/27/2020,17:00,406,NULL,NULL,3215 CUSHMAN CIR SW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,NULL,I,-84.493089,33.749845
203391683,12/4/2020,12/4/2020,21:30,12/4/2020,22:30,103,NULL,NULL,2316 MARIETTA RD NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Bolton,D,-84.462079,33.818476
203381911,12/4/2020,12/3/2020,19:30,12/3/2020,20:30,207,NULL,NULL,1784 US-19,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Ardmore,E,-84.393475,33.803311
203390452,12/4/2020,12/3/2020,18:00,12/4/2020,9:00,414,NULL,NULL,3238 LANDINGS N DR,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Ben Hill,P,-84.521117,33.665756
203390460,12/4/2020,12/4/2020,9:49,12/4/2020,9:49,401,NULL,NULL,515 LEE ST SW,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,West End,T,-84.414456,33.7409
203390518,12/4/2020,12/3/2020,16:30,12/4/2020,7:59,602,NULL,NULL,755 NORTH AVENUE NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Poncey-Highland,N,-84.362913,33.770737
203390972,12/4/2020,12/4/2020,14:35,12/4/2020,14:45,501,NULL,NULL,1084 HOWELL MILL RD NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Home Park,E,-84.413245,33.784768
203390984,12/4/2020,12/4/2020,15:04,12/4/2020,16:00,401,NULL,NULL,964 RALPH DAVID ABERNATHY BLVD SW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,West End,T,-84.419488,33.737862
203391037,12/4/2020,12/4/2020,7:00,12/4/2020,16:00,503,NULL,NULL,1138 PEACHTREE ST NE,NULL,NULL,NULL,NULL,AUTO THEFT,240,Midtown,E,-84.383434,33.785508
203391063,12/4/2020,12/4/2020,14:10,12/4/2020,14:15,504,NULL,NULL,935 MARIETTA ST NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Marietta Street Artery,E,-84.40791,33.777601
203391065,12/4/2020,12/3/2020,22:00,12/4/2020,16:45,212,NULL,NULL,594 WIMBLEDON RD NE,NULL,NULL,NULL,NULL,BURGLARY,220,Piedmont Heights,F,-84.367317,33.806701
203391155,12/4/2020,12/4/2020,16:00,12/4/2020,16:30,206,NULL,NULL,110 E ANDREWS DR NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,South Tuxedo Park,B,-84.382583,33.84282
203391156,12/4/2020,12/4/2020,9:00,12/4/2020,16:30,211,NULL,NULL,2525 PIEDMONT RD NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Lindbergh/Morosgo,B,-84.365306,33.824018
203391222,12/4/2020,12/4/2020,14:00,12/4/2020,17:00,111,NULL,NULL,3561 M.L.K. JR DR SW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Adamsville,H,-84.504091,33.75893
203391259,12/4/2020,12/4/2020,17:05,12/4/2020,17:22,508,NULL,NULL,270 PEACHTREE ST NW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Downtown,M,-84.38774,33.762038
203391279,12/4/2020,12/4/2020,17:44,12/4/2020,19:00,503,NULL,NULL,1075 PEACHTREE ST NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Midtown,E,-84.382621,33.783833
203391311,12/4/2020,11/30/2020,18:03,12/4/2020,19:15,106,NULL,NULL,336 JOSEPH E. LOWERY BLVD NW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Bankhead,K,-84.417882,33.763878
203391342,12/4/2020,12/4/2020,18:18,12/4/2020,19:00,503,NULL,NULL,1100 CRESCENT AVE NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Midtown,E,-84.384533,33.784663
203391371,12/4/2020,12/4/2020,17:00,12/4/2020,18:34,503,NULL,NULL,1144 CRESCENT AVE NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Midtown,E,-84.384434,33.785955
203391412,12/4/2020,12/4/2020,18:58,12/4/2020,21:00,610,NULL,NULL,1989 HOSEA L WILLIAMS DR NE,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Kirkwood,O,-84.322876,33.750998
203391422,12/4/2020,12/4/2020,19:00,12/4/2020,19:04,111,NULL,NULL,70 ALLEN TEMPLE CT NW,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,NULL,I,-84.490596,33.75378
203391475,12/4/2020,12/4/2020,19:25,12/4/2020,19:30,502,NULL,NULL,1184 SPRING ST NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Midtown,E,-84.389605,33.787056
203391493,12/4/2020,12/4/2020,23:11,12/4/2020,22:11,612,NULL,NULL,1326 WILLOW PL SE,NULL,NULL,NULL,NULL,AUTO THEFT,240,NULL,NULL,-84.335939,33.726367
203391503,12/4/2020,12/4/2020,19:49,NULL,NULL,207,NULL,NULL,1861 PEACHTREE RD,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Brookwood Hills,E,-84.393436,33.806148
203391528,12/4/2020,12/4/2020,19:50,NULL,NULL,207,NULL,NULL,1968 PEACHTREE RD NW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,NULL,E,-84.395557,33.808755
203391540,12/4/2020,12/4/2020,19:10,12/4/2020,20:00,208,NULL,NULL,3500 PEACHTREE RD NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,North Buckhead,B,-84.362043,33.852786
203391546,12/4/2020,12/4/2020,6:30,12/4/2020,6:35,506,NULL,NULL,479 JOSEPH E. BOONE BLVD NW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23C,English Avenue,L,-84.403351,33.763682
203391575,12/4/2020,12/4/2020,20:15,12/4/2020,20:25,108,NULL,NULL,35 HAMILTON E HOLMES DR NW,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,Florida Heights,I,-84.466835,33.752786
203391602,12/4/2020,12/4/2020,19:30,12/4/2020,20:00,505,NULL,NULL,180 PONCE DE LEON AVE NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Midtown,E,-84.381496,33.772851
203391666,12/4/2020,12/4/2020,20:33,12/4/2020,20:33,209,NULL,NULL,4475 ROSWELL RD NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,North Buckhead,B,-84.379462,33.877273
203390528,12/4/2020,12/4/2020,3:00,12/4/2020,5:00,204,NULL,NULL,1801 HOWELL MILL RD NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Berkeley Park,D,-84.412846,33.80423
203390535,12/4/2020,12/4/2020,2:00,12/4/2020,10:00,503,NULL,NULL,1128 CRESCENT AVE NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Midtown,E,-84.38456,33.785523
203390659,12/4/2020,12/4/2020,11:14,12/4/2020,11:20,506,NULL,NULL,507 JOSEPH E. LOWERY BLVD NW,NULL,NULL,NULL,NULL,ROBBERY,120,English Avenue,L,-84.417143,33.768543
203390664,12/4/2020,12/3/2020,0:00,12/3/2020,0:00,507,NULL,NULL,300 PETERS ST SW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Castleberry Hill,M,-84.402246,33.746506
203390665,12/4/2020,12/1/2020,0:00,12/1/2020,0:00,507,NULL,NULL,300 PETERS ST SW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Castleberry Hill,M,-84.402246,33.746506
203390666,12/4/2020,11/29/2020,0:00,12/3/2020,0:00,507,NULL,NULL,300 PETERS ST SW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Castleberry Hill,M,-84.402246,33.746506
203390680,12/4/2020,11/30/2020,10:52,11/30/2020,10:54,113,NULL,NULL,1636 BRIDGEPORT DR NW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Lincoln Homes,G,-84.477016,33.799759
203390712,12/4/2020,12/1/2020,23:00,12/4/2020,11:00,111,NULL,NULL,81 ALLEN TEMPLE CT NW,NULL,NULL,NULL,NULL,BURGLARY,220,NULL,I,-84.490851,33.755095
203390745,12/4/2020,12/4/2020,11:20,12/4/2020,12:00,608,NULL,NULL,438 MORELAND AVE NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Candler Park,N,-84.347768,33.767546
203390746,12/4/2020,12/4/2020,0:00,NULL,NULL,505,NULL,NULL,888 JUNIPER ST NE,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Midtown,E,-84.383486,33.778677
203390750,12/4/2020,11/25/2020,17:00,12/4/2020,11:00,110,NULL,NULL,1605 DONALD LEE HOLLOWELL PKWY NW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Grove Park,J,-84.440578,33.77228
203390766,12/4/2020,12/4/2020,14:00,12/4/2020,14:30,611,NULL,NULL,240 CANDLER RD SE,NULL,NULL,NULL,NULL,AUTO THEFT,240,East Lake,O,-84.29175,33.746761
203390838,12/4/2020,12/3/2020,23:23,12/4/2020,1:10,508,NULL,NULL,103 LUCKIE ST NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Downtown,M,-84.389923,33.757442
203390852,12/4/2020,12/4/2020,13:55,12/4/2020,15:03,302,NULL,NULL,356 ARTHUR ST SW,NULL,NULL,NULL,NULL,BURGLARY,220,Pittsburgh,V,-84.399722,33.727874
203390882,12/4/2020,12/4/2020,13:40,12/4/2020,13:51,106,NULL,NULL,1231 JOSEPH E. BOONE BLVD NW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Bankhead,K,-84.42766,33.764276
203390900,12/4/2020,12/4/2020,5:16,12/4/2020,5:19,605,NULL,NULL,829 CHARLES BANK AVE SE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Grant Park,W,-84.363502,33.729936
203390903,12/4/2020,12/4/2020,14:00,12/4/2020,14:05,604,NULL,NULL,142 HILLIARD ST SE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Sweet Auburn,M,-84.376666,33.75124
203390918,12/4/2020,10/27/2020,19:24,10/27/2020,19:36,501,NULL,NULL,270 17TH ST NW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23D,Atlantic Station,E,-84.396992,33.790817
203390939,12/4/2020,12/4/2020,0:00,12/4/2020,3:30,613,NULL,NULL,1570 MONROE DR NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Piedmont Heights,F,-84.369443,33.797089
203390940,12/4/2020,12/4/2020,13:30,12/4/2020,14:30,304,NULL,NULL,25 GEORGIA AVE SE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Summerhill,V,-84.387031,33.736717
203390962,12/4/2020,12/4/2020,14:32,12/4/2020,14:52,209,NULL,NULL,3872 ROSWELL RD NE,NULL,NULL,NULL,NULL,AUTO THEFT,240,East Chastain Park,B,-84.381844,33.859912
