offense_id,rpt_date,occur_date,occur_time,poss_date,poss_time,beat,apartment_office_prefix,apartment_number,location,watch,location_type,UC2_Literal,UCR_Number,neighborhood,npu,lat,long
202470769,9/3/2020,9/3/2020,12:19,9/3/2020,13:19,306,NA,B,2784 LAKEWOOD AVE SW,Day Watch,20,BURGLARY,521,Sylvan Hills,X,33.69711,-84.40954
202471350,9/3/2020,8/31/2020,12:00,9/3/2020,17:00,206,NA,2523,235 PHARR RD NE,Evening Watch,26,BURGLARY,521,Garden Hills,B,33.83636,-84.38001
202480178,9/4/2020,9/4/2020,1:30,9/4/2020,2:00,110,NA,33,2479 ABNER TER NW,Morning Watch,26,BURGLARY,521,Carver Hills,G,33.80063,-84.46635
202480674,9/5/2020,9/3/2020,13:00,9/4/2020,7:00,308,NA,NA,1174 KIPLING ST,Day Watch,20,BURGLARY,521,Margaret Mitchell,A,33.83048,-84.43236
202480986,9/4/2020,9/3/2020,23:30,9/4/2020,13:00,605,NA,NA,813 CHEROKEE AVE SE,Day Watch,20,BURGLARY,521,Grant Park,W,33.73227,-84.37398
202480988,9/4/2020,8/28/2020,1:00,8/28/2020,8:30,603,NA,1500,476 WILMER ST NE,Morning Watch,26,BURGLARY,521,Old Fourth Ward,M,33.7676,-84.36637
202511640,9/7/2020,9/7/2020,11:20,9/7/2020,21:30,611,NA,NA,49 CANDLER RD NE,Evening Watch,20,BURGLARY,521,East Lake,O,33.75301,-84.29163
202520865,9/8/2020,9/7/2020,20:00,9/8/2020,10:00,301,NA,NA,1284 HARTFORD AVE,Day Watch,20,BURGLARY,521,Capitol View,X,33.71984,-84.41658
202521420,9/8/2020,9/7/2020,0:30,9/7/2020,0:35,212,NA,1235,1155 LAVISTA RD NE,Evening Watch,26,BURGLARY,521,Lindridge/Martin Manor,F,33.81806,-84.35082
202530074,9/9/2020,9/8/2020,8:00,9/9/2020,1:06,309,NA,NA,511 PEGG RD SW,Morning Watch,20,BURGLARY,521,Perkerson,X,33.6895,-84.40589
202530298,9/9/2020,9/9/2020,6:30,9/9/2020,7:00,613,NA,2,1170 WOODLAND AVE NE,Day Watch,26,BURGLARY,521,Lindridge/Martin Manor,F,33.81496,-84.34967
202531048,9/9/2020,9/7/2020,12:00,9/8/2020,13:00,602,NA,NA,560 CLEBURNE TER NE,Evening Watch,20,BURGLARY,521,Poncey-Highland,N,33.76955,-84.35389
202540328,9/10/2020,9/10/2020,0:01,9/10/2020,6:30,503,NA,NA,369 9TH ST NE,Day Watch,20,BURGLARY,521,Midtown,E,33.78035,-84.37519
202541312,9/10/2020,9/8/2020,3:00,9/10/2020,17:10,608,NA,NA,1296 FAIRVIEW RD NE,Morning Watch,20,BURGLARY,521,Druid Hills,N,33.77282,-84.34504
202560838,9/12/2020,9/12/2020,11:58,9/12/2020,12:12,305,NA,NA,1577 JONESBORO RD SE,Day Watch,20,BURGLARY,521,South Atlanta,Y,33.70969,-84.38167
202561285,9/12/2020,9/12/2020,3:44,9/12/2020,4:00,506,NA,NA,629 ECHO ST NW,Evening Watch,20,BURGLARY,521,English Avenue,L,33.7718,-84.41039
202600995,9/16/2020,9/14/2020,11:00,9/15/2020,11:00,310,NA,NA,299 BROMACK DR,Day Watch,20,BURGLARY,521,Browns Mill Park,Z,33.68828,-84.37963
202610433,9/17/2020,9/16/2020,12:00,9/16/2020,12:30,104,NA,NA,995 CAMILLA ST SW,Day Watch,20,BURGLARY,521,Ashview Heights,T,33.75057,-84.42025
202610567,9/17/2020,9/13/2020,14:00,9/13/2020,14:00,114,NA,NA,3706 BOLFAIR DR NW,Day Watch,20,BURGLARY,521,Carroll Heights,H,33.77883,-84.50834
202631049,9/19/2020,9/19/2020,13:00,9/19/2020,13:59,102,NA,1331,791 MAGNOLIA WAY NW,Day Watch,,BURGLARY,521,Vine City,L,33.75823,-84.41387
202631621,9/19/2020,9/19/2020,13:00,9/19/2020,19:00,306,NA,601,1960 RAMBLING DR SW,Evening Watch,20,BURGLARY,521,Sylvan Hills,X,33.70056,-84.40509
202640401,9/20/2020,9/19/2020,21:45,9/20/2020,1:51,612,NA,C-104,2045 GRAHAM CIR SE,Morning Watch,26,BURGLARY,521,NA,W,33.72702,-84.32212
202641704,9/20/2020,9/20/2020,14:00,9/20/2020,22:00,502,NA,4303,1660 PEACHTREE ST NW,Morning Watch,26,BURGLARY,521,Midtown,E,33.79874,-84.39164
202641833,9/20/2020,9/20/2020,23:53,9/20/2020,23:53,106,NA,NA,1050 TILDEN ST NW,Morning Watch,NA,BURGLARY,521,Knight Park/Howell Station,K,33.78365,-84.42523
202650621,9/21/2020,9/20/2020,2:00,9/21/2020,10:25,104,NA,NA,1586 ARCHER ST SW,Day Watch,20,BURGLARY,521,Mozley Park,K,33.75065,-84.43932
202671000,9/23/2020,9/21/2020,21:30,9/22/2020,3:00,501,NA,NA,450 16TH ST NW,Evening Watch,20,BURGLARY,521,Home Park,E,33.78829,-84.40378
202671786,9/23/2020,9/23/2020,22:15,9/23/2020,22:35,501,NA,NA,1234 FRANCIS ST NW,Evening Watch,20,BURGLARY,521,Home Park,E,33.7885,-84.39693
202680970,9/24/2020,9/24/2020,8:00,9/24/2020,15:00,612,NA,NA,1542 MARBUT AVE SE,Evening Watch,20,BURGLARY,521,East Atlanta,W,33.74342,-84.33719
202681307,9/24/2020,9/23/2020,20:45,9/23/2020,23:55,302,NA,NA,1117 GARIBALDI ST,Evening Watch,20,BURGLARY,521,Pittsburgh,V,33.72432,-84.39941
202690811,9/25/2020,9/23/2020,17:00,9/25/2020,11:00,402,NA,NA,1443 RICHLAND RD SW,Evening Watch,20,BURGLARY,521,Oakland City,S,33.73106,-84.43501
202690817,9/25/2020,9/24/2020,0:00,9/25/2020,11:59,302,NA,NA,857 HUBBARD ST SW,Morning Watch,20,BURGLARY,521,Pittsburgh,V,33.7315,-84.40274
202701391,9/26/2020,9/26/2020,17:00,9/26/2020,18:00,308,NA,NA,969 STONEWALL DR SE,Evening Watch,,BURGLARY,521,Leila Valley,Z,33.69031,-84.35763
202711386,9/27/2020,9/27/2020,17:50,9/27/2020,17:58,114,NA,NA,700 BOLTON RD NW,Evening Watch,20,BURGLARY,521,Carroll Heights,H,33.7733,-84.50757
202740273,9/30/2020,9/29/2020,7:30,9/29/2020,22:00,206,NA,733,65 IRBY AVE NW,Morning Watch,20,BURGLARY,521,South Tuxedo Park,B,33.84133,-84.38102
200011442,1/1/2020,12/31/2019,17:00,1/1/2020,16:20,411,NA,NA,3200 STONE RD SW @WINDJAMMER APTS,NA,26,BURGLARY,522,Greenbriar,R,33.66945,-84.49415
200030842,1/3/2020,12/23/2019,11:00,12/23/2019,14:00,505,NA,1133,782 PEACHTREE ST NE,Day Watch,19,BURGLARY,522,Midtown,E,33.77593,-84.38466
200071242,1/7/2020,1/5/2020,12:00,1/6/2020,12:00,505,NA,NA,719 PENN AVE NE,Morning Watch,20,BURGLARY,522,Midtown,E,33.77425,-84.37858
200101088,1/10/2020,1/9/2020,16:00,1/10/2020,13:03,612,NA,NA,1215 GLENWOOD AVE SE,Evening Watch,5,BURGLARY,522,East Atlanta,W,33.73991,-84.3477
200121658,1/12/2020,1/12/2020,13:00,1/12/2020,20:00,304,NA,1016,450 CAPITOL AVE SE,Evening Watch,99,BURGLARY,522,Summerhill,V,33.74206,-84.38768
200130612,1/13/2020,1/10/2020,23:00,1/13/2020,7:15,613,NA,NA,1381 DALON RD NE,Day Watch,5,BURGLARY,522,Morningside/Lenox Park,F,33.80428,-84.34241
200131236,1/13/2020,1/13/2020,13:13,1/13/2020,14:01,502,NA,NA,1280 W. PEACHTREE ST. NE,Evening Watch,21,BURGLARY,522,Midtown,E,33.78966,-84.38716
200160576,1/16/2020,1/15/2020,23:00,1/16/2020,8:45,211,NA,A,2333 PEACHTREE RD NE,Day Watch,,BURGLARY,522,Peachtree Hills,B,33.81864,-84.38865
200180857,1/18/2020,1/17/2020,18:15,1/18/2020,7:30,201,NA,NA,4403 NORTHSIDE PKWY NW,Evening Watch,7,BURGLARY,522,Paces,A,33.86609,-84.45237
200191712,1/19/2020,1/19/2020,8:00,1/19/2020,19:00,509,NA,7007,396 PIEDMONT AVE NE,Evening Watch,20,BURGLARY,522,Downtown,M,33.76526,-84.38216
200211081,1/21/2020,1/20/2020,19:00,1/21/2020,8:00,506,NA,NA,690 PAINES AVE NW,Day Watch,6,BURGLARY,522,English Avenue,L,33.77367,-84.41474
200340469,2/3/2020,2/3/2020,2:00,2/3/2020,2:30,613,NA,NA,670 CUMBERLAND CIR NE,Day Watch,20,BURGLARY,522,Morningside/Lenox Park,F,33.79734,-84.36536
200341547,2/3/2020,2/3/2020,15:13,2/3/2020,15:31,212,NA,3203,2489 CHESHIRE BRIDGE RD NE,Evening Watch,19,BURGLARY,522,Lindridge/Martin Manor,F,33.82226,-84.3515
200410667,2/10/2020,2/9/2020,19:00,2/10/2020,10:00,210,SUIT,4075,3393 PEACHTREE RD NE,Day Watch,24,BURGLARY,522,Lenox,B,33.84884,-84.36475
200550396,2/24/2020,2/24/2020,1:25,2/24/2020,7:00,205,NA,NA,2020 HOWELL MILL RD NW @PUBLIX - HOWELL,Day Watch,21,BURGLARY,522,Wildwood (NPU-C),C,33.81022,-84.41347
200630007,3/3/2020,2/26/2020,13:00,3/2/2020,23:45,103,NA,A,1073 HUFF RD NW,Morning Watch,,BURGLARY,522,Blandtown,D,33.78945,-84.42332
200650652,3/5/2020,3/5/2020,9:43,3/5/2020,9:43,211,NA,NA,700 MIAMI CIR NE,Day Watch,99,BURGLARY,522,Lindbergh/Morosgo,B,33.83015,-84.36414
200651169,3/5/2020,3/5/2020,0:00,3/5/2020,9:00,207,NA,NA,1183 HOWELL MILL RD NW,Evening Watch,24,BURGLARY,522,Blandtown,D,33.78711,-84.41164
200690397,3/9/2020,3/9/2020,7:07,3/9/2020,7:07,507,NA,B1,327 NELSON ST SW,Day Watch,12,BURGLARY,522,Castleberry Hill,M,33.75163,-84.3986
200770752,3/17/2020,3/17/2020,1:38,3/17/2020,2:00,503,NA,NA,187 10TH ST NE,Day Watch,21,BURGLARY,522,Midtown,E,33.78168,-84.38123
200770926,3/17/2020,3/3/2020,12:00,3/17/2020,12:00,604,NA,2233,701 HIGHLAND AVE NE,Evening Watch,26,BURGLARY,522,Old Fourth Ward,M,33.76124,-84.36391
200830646,3/23/2020,3/20/2020,20:00,3/22/2020,15:00,510,NA,301,236 AUBURN AVE NE,Day Watch,5,BURGLARY,522,Downtown,M,33.75562,-84.37991
200870088,3/27/2020,3/27/2020,0:30,3/27/2020,1:00,508,NA,NA,300 TED TURNER DR NW @DAYS INN HOTEL,Morning Watch,14,BURGLARY,522,Downtown,M,33.76263,-84.38962
200931150,4/2/2020,3/26/2020,14:00,4/2/2020,15:05,613,NA,NA,2043 CHESHIRE BRIDGE RD NE,Evening Watch,3,BURGLARY,522,Lindridge/Martin Manor,F,33.81123,-84.35601
200970394,4/6/2020,4/6/2020,7:31,4/6/2020,7:31,302,NA,NA,836 METROPOLITAN PKWY SW,Day Watch,6,BURGLARY,522,Pittsburgh,V,33.73222,-84.40768
200970995,4/6/2020,4/6/2020,12:00,4/6/2020,14:00,202,NA,NA,4001 POWERS FERRY RD NW,Evening Watch,11,BURGLARY,522,Chastain Park,A,33.86639,-84.3893
201050527,4/14/2020,4/13/2020,19:00,4/14/2020,9:00,512,NA,NA,111 PEACHTREE ST SW,Morning Watch,12,BURGLARY,522,Downtown,M,33.75165,-84.39259
201070936,4/16/2020,3/22/2020,14:00,4/16/2020,11:30,105,NA,NA,1616 JOSEPH E BOONE BLVD NW,Day Watch,4,BURGLARY,522,West Lake,J,33.76348,-84.44069
201071019,4/16/2020,4/16/2020,14:00,4/16/2020,14:00,602,NA,NA,299 N HIGHLAND AVE,Day Watch,NA,BURGLARY,522,Inman Park,N,33.76198,-84.35846
201171601,4/26/2020,4/26/2020,20:45,4/26/2020,22:45,207,NA,NA,2110 PEACHTREE RD NW @MICK'S - BENNETT ST,Evening Watch,3,BURGLARY,522,NA,C,33.81203,-84.39274
201180930,4/27/2020,4/25/2020,20:00,4/26/2020,16:00,604,NA,C,691 JOHN WESLEY DOBBS AVE NE,Day Watch,99,BURGLARY,522,Old Fourth Ward,M,33.75934,-84.36487
201211195,4/30/2020,4/30/2020,16:30,4/30/2020,16:50,603,NA,NA,382  PARKWAY DR NE,Evening Watch,26,BURGLARY,522,Old Fourth Ward,M,33.76145,-84.3729
201320953,5/11/2020,4/25/2020,16:00,4/27/2020,7:00,609,NA,NA,1475 LA FRANCE ST NE,Evening Watch,NA,BURGLARY,522,Edgewood,O,33.76047,-84.33899
201400409,5/19/2020,5/19/2020,7:42,5/19/2020,8:00,312,NA,NA,3455 EMPIRE BLVD SW,Day Watch,5,BURGLARY,522,Glenrose Heights,Z,33.66014,-84.39235
201401806,5/19/2020,5/19/2020,22:40,5/19/2020,23:00,505,NA,NA,216 PONCE DE LEON AVE NE,Morning Watch,21,BURGLARY,522,Midtown,E,33.77267,-84.38008
201500575,5/29/2020,5/28/2020,21:18,5/29/2020,8:30,206,NA,7,56 E ANDREWS DR NW @ANDREWS SQUARE,Day Watch,20,BURGLARY,522,South Tuxedo Park,B,33.84316,-84.38104
201510575,5/30/2020,5/30/2020,3:18,5/30/2020,3:30,613,NA,NA,1544 PIEDMONT AVE NE @ANSLEY MALL,Morning Watch,24,BURGLARY,522,Piedmont Heights,F,33.79789,-84.37101
201510779,5/30/2020,5/30/2020,5:26,5/30/2020,6:00,410,NA,NA,1829 DELOWE DR SW,Morning Watch,99,BURGLARY,522,Campbellton Road,R,33.70515,-84.4574
201511005,5/30/2020,5/29/2020,23:50,5/30/2020,0:05,508,NA,NA,60 PEACHTREE ST NW,Morning Watch,21,BURGLARY,522,Downtown,M,33.75533,-84.38914
201511229,5/30/2020,5/30/2020,7:00,5/30/2020,11:00,103,NA,NA,2100 SPINK ST NW,Day Watch,NA,BURGLARY,522,Riverside,D,33.80816,-84.46473
201560307,6/4/2020,6/4/2020,5:30,6/4/2020,5:45,612,NA,NA,560 GRESHAM AVE SE,Day Watch,21,BURGLARY,522,East Atlanta,W,33.73942,-84.34564
201600292,6/8/2020,6/8/2020,4:00,6/8/2020,5:00,303,NA,NA,544 WHITEHALL ST SW,Day Watch,18,BURGLARY,522,Mechanicsville,V,33.74275,-84.40546
201600511,6/8/2020,6/8/2020,2:20,6/8/2020,10:00,111,NA,NA,2980 DELMAR LN NW,Evening Watch,NA,BURGLARY,522,NA,I,33.7546,-84.48506
201640506,6/12/2020,6/12/2020,1:00,6/12/2020,5:00,308,NA,NA,1990 JONESBORO RD SE @CHESTNUT HILL CEM,Day Watch,4,BURGLARY,522,Norwood Manor,Z,33.70042,-84.37058
201641081,6/12/2020,6/12/2020,12:36,6/12/2020,12:38,503,NA,NA,930 SPRING ST NW,Morning Watch,99,BURGLARY,522,Midtown,E,33.7801,-84.38942
201660397,6/14/2020,6/14/2020,1:00,6/14/2020,6:00,505,NA,NA,867 PEACHTREE ST NE,Morning Watch,21,BURGLARY,522,Midtown,E,33.77829,-84.38421
201691018,6/17/2020,6/8/2020,0:00,6/17/2020,17:00,610,NA,NA,2716 HOSEA WILLIAMS DR NE,Evening Watch,20,BURGLARY,522,East Lake,O,33.75173,-84.29805
201730557,6/21/2020,6/21/2020,11:45,6/21/2020,11:57,411,NA,NA,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,Day Watch,99,BURGLARY,522,Greenbriar,R,33.68845,-84.49328
201731038,6/21/2020,6/21/2020,19:32,6/21/2020,19:35,209,NA,NA,174 W WIEUCA RD NE,NA,5,BURGLARY,522,East Chastain Park,B,33.8778,-84.38101
201740285,6/22/2020,6/21/2020,3:06,6/21/2020,3:06,607,NA,NA,1159 MORELAND AVE SE,Day Watch,23,BURGLARY,522,Woodland Hills,W,33.72261,-84.34979
201810334,6/29/2020,6/27/2020,19:30,6/29/2020,7:29,204,NA,NA,2048 BOLTON DR NW,Morning Watch,26,BURGLARY,522,Bolton,D,33.81405,-84.43857
201871479,7/5/2020,7/5/2020,23:09,7/5/2020,23:09,511,NA,NA,29 PEACHTREE ST SW,Morning Watch,8,BURGLARY,522,Downtown,M,33.75366,-84.39047
201980491,7/16/2020,7/15/2020,18:00,7/16/2020,10:02,307,NA,NA,1800 JONESBORO RD SE,Day Watch,99,BURGLARY,522,Lakewood Heights,Y,33.70484,-84.37767
202050778,7/23/2020,7/22/2020,20:30,7/23/2020,7:15,103,NA,NA,2005 MARIETTA RD NW,Evening Watch,29,BURGLARY,522,Bolton,D,33.81126,-84.45408
202060356,7/24/2020,7/24/2020,6:45,7/24/2020,7:00,613,NA,NA,1989 CHESHIRE BRIDGE RD NE,Day Watch,13,BURGLARY,522,Morningside/Lenox Park,F,33.81053,-84.35797
202060637,7/24/2020,7/23/2020,16:30,7/24/2020,11:30,207,NA,215,1375 NORTHSIDE DR NW,Day Watch,14,BURGLARY,522,Loring Heights,E,33.79216,-84.40776
202061084,7/24/2020,7/23/2020,5:30,7/23/2020,5:30,310,NA,NA,51 POLAR ROCK RD SW,Evening Watch,5,BURGLARY,522,Polar Rock,Z,33.6965,-84.39059
202090545,7/27/2020,7/26/2020,16:00,7/27/2020,7:00,606,NA,NA,79 ESTEN ST SE,Morning Watch,99,BURGLARY,522,Reynoldstown,N,33.75156,-84.35293
202091259,7/27/2020,7/27/2020,19:00,7/27/2020,19:15,404,NA,NA,807 CASCADE AVE SW,Evening Watch,8,BURGLARY,522,Cascade Avenue/Road,S,33.73323,-84.43795
202231218,8/10/2020,8/10/2020,13:19,8/10/2020,13:30,606,NA,NA,257 FLAT SHOALS AVE SE,Evening Watch,5,BURGLARY,522,Reynoldstown,N,33.74648,-84.34975
202241182,8/11/2020,8/11/2020,4:50,8/11/2020,5:20,401,NA,NA,568 LEE ST SW,Morning Watch,24,BURGLARY,522,West End,T,33.73964,-84.41396
202250828,8/12/2020,8/12/2020,12:24,8/12/2020,12:24,612,NA,NA,1271 GLENWOOD AVE SE,Day Watch,21,BURGLARY,522,East Atlanta,W,33.73997,-84.34592
202271370,8/14/2020,8/14/2020,17:00,8/14/2020,17:00,207,NA,NA,1460 NORTHSIDE DR NW,Evening Watch,,BURGLARY,522,Berkeley Park,D,33.79498,-84.4087
202300009,8/17/2020,8/16/2020,23:45,8/17/2020,0:08,607,NA,NA,1320 MORELAND AVE SE,Morning Watch,NA,BURGLARY,522,NA,NA,33.71505,-84.3494
202410426,8/28/2020,8/27/2020,17:10,8/28/2020,8:25,211,NA,1104,2591 PIEDMONT RD NE,Morning Watch,99,BURGLARY,522,Lindbergh/Morosgo,B,33.82543,-84.36706
202441209,8/31/2020,8/31/2020,15:30,8/31/2020,15:30,207,NA,NA,711 TRABERT AVE NW,Evening Watch,20,BURGLARY,522,Berkeley Park,D,33.79479,-84.4131
202460921,9/2/2020,9/1/2020,23:00,9/2/2020,6:00,313,NA,NA,3760 BROWNS MILL RD SE,Evening Watch,29,BURGLARY,522,Blair Villa/Poole Creek,Z,33.65741,-84.38906
202490609,9/5/2020,9/5/2020,2:08,9/5/2020,2:09,205,NA,NA,2020 HOWELL MILL RD NW ,Morning Watch,21,BURGLARY,522,Wildwood (NPU-C),C,33.81022,-84.41347
202520501,9/8/2020,9/5/2020,14:00,9/8/2020,6:30,301,NA,NA,982 MURPHY AVE SW,Day Watch,5,BURGLARY,522,Adair Park,V,33.72793,-84.41607
202540602,9/10/2020,9/1/2020,4:00,9/10/2020,10:29,501,NA,NA,630 10TH ST NW,Morning Watch,,BURGLARY,522,Home Park,E,33.78141,-84.40804
202580845,9/14/2020,9/13/2020,21:28,9/14/2020,0:30,609,NA,105,1220 CAROLINE ST NE,Day Watch,21,BURGLARY,522,Edgewood,O,33.75851,-84.34799
202590745,9/15/2020,9/15/2020,11:42,9/15/2020,11:42,305,NA,NA,1364 GRANT ST SE,Day Watch,20,BURGLARY,522,Chosewood Park,Y,33.71726,-84.37727
202620367,9/18/2020,9/17/2020,17:00,9/18/2020,5:00,106,NA,NA,980 JEFFERSON ST NW,Day Watch,6,BURGLARY,522,Bankhead,K,33.77501,-84.42179
202641209,9/20/2020,8/20/2020,15:57,9/20/2020,15:57,603,NA,2306,477 WILMER ST NE,Evening Watch,20,BURGLARY,522,Old Fourth Ward,M,33.7676,-84.36615
202720658,9/28/2020,9/28/2020,12:00,9/28/2020,12:30,609,NA,NA,1450 LA FRANCE ST NE,Day Watch,26,BURGLARY,522,Edgewood,O,33.76066,-84.34017
200030953,1/3/2020,1/3/2020,12:55,1/3/2020,12:55,303,NA,NA,668 SMITH ST SW,Day Watch,20,BURGLARY,531,Mechanicsville,V,33.73676,-84.4007
200072338,1/7/2020,1/7/2020,23:13,1/7/2020,23:15,607,NA,NA,1210 LYNDALE DR SE,Morning Watch,20,BURGLARY,531,NA,NA,33.72785,-84.34832
200081189,1/8/2020,1/8/2020,0:00,1/8/2020,14:28,108,NA,NA,2211 PANSY ST NW,Evening Watch,,BURGLARY,531,Dixie Hills,J,33.75807,-84.45994
200091665,1/9/2020,1/6/2020,12:00,1/9/2020,15:45,301,NA,NA,884 OAKHILL AVE SW,Evening Watch,20,BURGLARY,531,Adair Park,V,33.73084,-84.40909
200121671,1/12/2020,1/12/2020,17:20,1/12/2020,19:45,202,NA,NA,4570 E CONWAY DR NW,Evening Watch,20,BURGLARY,531,Chastain Park,A,33.87978,-84.40243
200131271,1/13/2020,1/12/2020,17:00,1/13/2020,14:00,301,NA,NA,1239 HARTFORD AVE SW,Evening Watch,20,BURGLARY,531,Capitol View,X,33.72107,-84.41708
200160331,1/16/2020,1/16/2020,4:16,1/16/2020,4:16,402,NA,NA,1000 DOVERS ALY SW,Morning Watch,20,BURGLARY,531,Bush Mountain,S,33.72783,-84.43037
200231869,1/23/2020,1/2/2020,12:00,1/23/2020,18:00,207,NA,422,499 NORTHSIDE CIR NW,Evening Watch,20,BURGLARY,531,Loring Heights,E,33.79742,-84.40671
200312498,1/31/2020,1/31/2020,22:51,1/31/2020,22:51,207,NA,C129,306 ARDMORE CIR NW,Morning Watch,20,BURGLARY,531,Ardmore,E,33.80347,-84.39811
200350434,2/4/2020,2/4/2020,6:53,2/4/2020,7:03,302,NA,NA,872 METROPOLITAN PKWY SW,Day Watch,20,BURGLARY,531,Pittsburgh,V,33.73115,-84.40781
200390919,2/8/2020,2/7/2020,19:00,2/8/2020,10:40,108,NA,NA,204 CARVER CIR NW,Evening Watch,20,BURGLARY,531,Dixie Hills,J,33.75974,-84.45753
200400234,2/9/2020,2/8/2020,22:00,2/9/2020,1:00,201,NA,16,2788 DEFOORS FERRY RD NW,Morning Watch,20,BURGLARY,531,NA,C,33.82114,-84.44713
200561544,2/25/2020,2/24/2020,15:30,2/25/2020,17:38,105,NA,3,961 DESOTO ST NW,Evening Watch,NA,BURGLARY,531,Washington Park,K,33.75755,-84.41931
200702277,3/10/2020,3/10/2020,22:20,3/10/2020,22:25,507,NA,NA,210 PETERS ST SW,Morning Watch,26,BURGLARY,531,Castleberry Hill,M,33.74866,-84.4002
200960992,4/5/2020,4/4/2020,20:30,4/5/2020,13:00,202,NA,NA,361 BLANTON RD NW,Evening Watch,,BURGLARY,531,Chastain Park,A,33.87237,-84.3989
201170122,4/26/2020,4/26/2020,0:30,4/26/2020,1:00,107,NA,NA,1946 BAKER RD NW,Morning Watch,20,BURGLARY,531,Grove Park,J,33.7705,-84.45056
201171212,4/26/2020,4/26/2020,15:30,4/26/2020,16:00,304,NA,NA,123 ATLANTA AVE SE,Evening Watch,20,BURGLARY,531,Peoplestown,V,33.73014,-84.38391
201230260,5/2/2020,5/2/2020,1:40,5/2/2020,1:45,205,NA,NA,2045 SPRINGLAKE CT NW,Morning Watch,20,BURGLARY,531,Springlake,C,33.81024,-84.40942
201292060,5/8/2020,5/8/2020,22:18,5/8/2020,23:00,107,NA,NA,401 ILLINOIS AVE NW,Morning Watch,20,BURGLARY,531,Grove Park,J,33.76618,-84.45151
201370361,5/16/2020,5/16/2020,2:30,5/16/2020,4:00,411,NA,J6,3200 STONE RD SW,Morning Watch,20,BURGLARY,531,Greenbriar,R,33.6697,-84.49403
201441485,5/23/2020,5/23/2020,10:45,5/23/2020,15:00,412,NA,NA,4052 SUNSET DR SW,Day Watch,20,BURGLARY,531,Ben Hill Terrace,P,33.69806,-84.5208
201481084,5/27/2020,5/27/2020,14:00,5/27/2020,14:23,410,NA,NA,1905 FORT VALLEY DR SW,Evening Watch,20,BURGLARY,531,Pomona Park,R,33.7029,-84.4506
201510950,5/30/2020,5/30/2020,1:00,5/30/2020,6:00,508,NA,NA,68 BROAD ST NW,Morning Watch,21,BURGLARY,531,Downtown,M,33.75582,-84.38942
201610083,6/9/2020,6/9/2020,1:10,6/9/2020,1:11,603,NA,NA,515 PONCE DE LEON AVE NE,Evening Watch,24,BURGLARY,531,Old Fourth Ward,M,33.77362,-84.36991
201660066,6/14/2020,6/14/2020,0:25,6/14/2020,0:30,601,NA,NA,730 FREDERICA ST NE,Morning Watch,20,BURGLARY,531,Virginia Highland,F,33.77463,-84.35672
202010302,7/19/2020,7/19/2020,3:40,7/19/2020,3:45,410,NA,E1,1870 MYRTLE DR SW,Morning Watch,26,BURGLARY,531,Campbellton Road,R,33.7043,-84.45487
202081035,7/26/2020,7/26/2020,17:30,7/26/2020,18:30,307,81,703,703 AMAL DR SW,Evening Watch,20,BURGLARY,531,Amal Heights,Y,33.70904,-84.39696
202140688,8/1/2020,8/1/2020,11:00,8/1/2020,11:28,409,NA,NA,2297 BOULEVARD GRANADA SW,NA,20,BURGLARY,531,Adams Park,R,33.72058,-84.46353
202340800,8/21/2020,8/21/2020,11:00,8/21/2020,11:30,413,NA,NA,2323 DANIEL RD SW,Day Watch,20,BURGLARY,531,Fairburn,P,33.69192,-84.51854
202410224,8/28/2020,8/28/2020,3:19,8/28/2020,3:29,410,NA,G-205,1993 BENT CREEK WAY SW,Morning Watch,26,BURGLARY,531,Campbellton Road,R,33.70084,-84.46568
202431362,8/30/2020,8/30/2020,16:55,8/30/2020,17:04,210,NA,I-6,3703 PEACHTREE RD NE,Evening Watch,26,BURGLARY,531,Ridgedale Park,B,33.85505,-84.35283
202460916,9/2/2020,8/30/2020,22:00,9/2/2020,14:00,107,NA,NA,484 CHAPPELL RD NW,Evening Watch,20,BURGLARY,531,Grove Park,J,33.76853,-84.43354
202660377,9/22/2020,9/22/2020,8:53,9/22/2020,8:53,302,NA,NA,454 ROCKWELL ST SW,Day Watch,20,BURGLARY,531,Pittsburgh,V,33.73178,-84.40249
202670543,9/23/2020,9/23/2020,8:00,9/23/2020,10:14,312,NA,NA,546 MONTICELLO BLVD SE,Day Watch,20,BURGLARY,531,Glenrose Heights,Z,33.66624,-84.38062
200120301,1/12/2020,1/12/2020,0:55,1/12/2020,1:00,604,STE,F,349 DECATUR ST SE,Morning Watch,24,BURGLARY,532,Sweet Auburn,M,33.74988,-84.37788
200120495,1/12/2020,1/12/2020,0:30,1/12/2020,5:00,605,NA,B,387 HILL ST SE,Morning Watch,5,BURGLARY,532,Grant Park,W,33.74411,-84.37939
200270805,1/27/2020,1/27/2020,10:31,1/27/2020,10:31,212,NA,NA,2489 CHESHIRE BRIDGE RD NE,Day Watch,19,BURGLARY,532,Lindridge/Martin Manor,F,33.82226,-84.35055
200432139,2/12/2020,2/8/2020,6:30,2/8/2020,6:40,206,NA,NA,262 BUCKHEAD AVE NE,Evening Watch,99,BURGLARY,532,Buckhead Village,B,33.83874,-84.37877
200891233,3/29/2020,3/29/2020,17:00,3/29/2020,17:54,413,NA,4005,3378 GREENBRIAR PKWY SW,Evening Watch,26,BURGLARY,532,NA,P,33.68387,-84.50204
